股票代码,描述
000903,"昆明云内动力股份有限公司为发动机业务和工业级电子产品业务。主要产品有柴油机、配件及其他、技术服务、工业级电子产品。公司多缸小缸径柴油发动机在国内同行业中处于领先地位，主要产品包括车用柴油发动机和非道路柴油发动机。公司是国内领先的工业级电子产品设备解决方案提供商，拥有多项自主知识产权，在应用于室外的工业级电子领域积累了丰富的行业经验，其工业级电子产品市场占有率位居行业前列。“云内”产品市场份额稳步提升，“云内及图”商标被国家工商总局认定为“中国驰名商标”。公司连续多年被中国内燃机工业协会评为“中国内燃机工业突出贡献企业”、“中国内燃机行业排头兵企业”、“中国内燃机工业诞辰百年成就奖”；并被中国机...查看全部▼昆明云内动力股份有限公司为发动机业务和工业级电子产品业务。主要产品有柴油机、配件及其他、技术服务、工业级电子产品。公司多缸小缸径柴油发动机在国内同行业中处于领先地位，主要产品包括车用柴油发动机和非道路柴油发动机。公司是国内领先的工业级电子产品设备解决方案提供商，拥有多项自主知识产权，在应用于室外的工业级电子领域积累了丰富的行业经验，其工业级电子产品市场占有率位居行业前列。“云内”产品市场份额稳步提升，“云内及图”商标被国家工商总局认定为“中国驰名商标”。公司连续多年被中国内燃机工业协会评为“中国内燃机工业突出贡献企业”、“中国内燃机行业排头兵企业”、“中国内燃机工业诞辰百年成就奖”；并被中国机械工业联合会评为“全国机械工业先进集体”；被中国汽车工业协会评为“中国汽车零部件发动机行业龙头企业”和“全国百家优秀汽车零部件供应商”；被中国机械工业联合会评为“中国机械百强企业”，是云南省唯一一家入围企业，位居榜单第40位。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000905,"厦门港务发展股份有限公司主要从事散杂货码头装卸与堆存业务、临港综合物流服务和港口贸易三大业务板块。公司主要产品及服务为码头业务、拖轮助靠业务、代理相关业务、港口贸易、运输业务、理货业务以及物流延伸服务及其他。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000906,"浙商中拓集团股份有限公司的主营业务为供应链集成服务。公司的主要产品类涵盖黑色、有色、能源化工等生产资料产业链上几十个细分品种，同时在再生资源以及新能源方面开展多品种布局。公司已连续14年入围《财富》中国上市公司500强榜单，2023年排名第69位，连续四年获深交所信息披露最高评级“A”级，主体长期信用评级为AA+；荣获“2023年中国上市公司百强企业奖”、入选“第一批全国供应链创新与应用示范企业”、“全国物流行业先进集体”、“国家5A级物流企业”、“中国物流企业50强”、“2023年中国数字化仓储标准体系建设先进单位”、“浙江省重点进口平台”、浙江省雄鹰企业、浙江省服务业旗舰企业。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000908,"湖南景峰医药股份有限公司的主营业务为医药产品的研发、制造与销售。公司的主要产品为注射剂、固体制剂、原料药。公司荣获“医药产业标杆企业”、“2019年度中国大健康产业新锐企业奖”、“2019年度中国社会责任新锐企业”、“2019中国上市药企化学药综合实力排行榜第46名”、“2019年度中国医药工业百强系列排行榜—中药企业TOP100排行榜”，“2020年度中国大健康产业中国药品研发综合实力排行榜第67位”等荣誉称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000909,"数源科技股份有限公司的主营业务为电子信息类产品的研制与销售、科技产业园区开发与运营、商品贸易、房地产开发等四类业务。公司的主要产品为电子类产品生产和销售业务、房地产开发业务、信息系统集成业务、园区建设开发(除房地产)与管理、高科技产业的投资(限自有资金)与管理、物业管理等。公司高清晰度电视显示器产品首批通过国家数字电视产品权威认证机构的认证,并荣获首批认证证书.公司成功开发及上市了国内首台一体化数字电视接收机,这代表了我国目前数字电视技术领域的顶尖水平,表明公司具备了数字电视领域的雄厚技术实力。公司获得“浙江省5G应用示范创新奖”、“2020年度浙江省新型智慧城市发展5G+新型智慧城市优秀成果...查看全部▼数源科技股份有限公司的主营业务为电子信息类产品的研制与销售、科技产业园区开发与运营、商品贸易、房地产开发等四类业务。公司的主要产品为电子类产品生产和销售业务、房地产开发业务、信息系统集成业务、园区建设开发(除房地产)与管理、高科技产业的投资(限自有资金)与管理、物业管理等。公司高清晰度电视显示器产品首批通过国家数字电视产品权威认证机构的认证,并荣获首批认证证书.公司成功开发及上市了国内首台一体化数字电视接收机,这代表了我国目前数字电视技术领域的顶尖水平,表明公司具备了数字电视领域的雄厚技术实力。公司获得“浙江省5G应用示范创新奖”、“2020年度浙江省新型智慧城市发展5G+新型智慧城市优秀成果奖”、“工信部5G绽放杯浙江省分赛三等奖”“全国优胜奖”等多种奖项。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000910,"大亚圣象家居股份有限公司主要从事人造板和地板的生产销售业务。人造板业务主要产品有“大亚”中高密度纤维板和刨花板，地板业务主要产品有“圣象”强化木地板、三层实木地板、多层实木地板。公司的“圣象”地板在技术研发、装备水平、企业管理、资金实力、营销网络和品牌知名度等方面都具备行业优势，在中国木地板中高端消费市场已形成良好品牌形象与较高市场美誉度，多次获得“全国同类产品销量第一名”、“消费者最信赖品牌”、“中国木地板十大品牌”等称号，充分展现出圣象品牌的行业地位。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000912,"四川泸天化股份有限公司的主营业务为生产与销售包括尿素、复合肥等化肥类产品。公司产品主要有尿素、复合肥、合成氨、甲醇、二甲醚、液态硝铵、硝酸等。公司是中国第一家全套引进先进技术以天然气为原料生产合成氨和尿素的化工企业，被誉为“中国现代尿素工业摇篮”。第一家国外成套引进以天然气为原料的化肥生产装置、第一家建成技术先进的中国最大的甲醇生产装置、第一家获得全国石化行业能源管理体系认证证书的企业、世界首套技术先进的大型二甲醚生产装置。核心品牌“工农”牌尿素被评为“中国名牌产品”“中国驰名商标”，获“优秀品牌奖”，公司获“四川省放心产品示范单位”，在全国31个省、自治区、直辖市拥有良好的口碑和市场基础。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000913,"浙江钱江摩托股份有限公司专注于高性能摩托车核心技术研发、制造、销售及服务。产品覆盖从50cc-1200cc排量的系列摩托车,其中小排量车型(小于250cc)主要应用于日常代步,大排量车型(250cc以上)多用于休闲、运动、娱乐等。公司推出的系列大排量产品在行业具备优秀的竞争力，4缸600cc排量的发动机及相关车型为国内首创，大于250cc排量的车型国内销量连续十二年第一，赢得广泛市场与口碑。公司参与了多项国家标准制定，拥有大排量动力及整车核心专利，部分产品荣获浙江省科学技术成果、国内首台（套）重大技术装配及关键零部件产品等荣誉。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000915,"山东华特达因健康股份有限公司主要业务是医药业务。公司的主要产品及服务为儿童药品、营养/保健食品、儿童健康用品。目前环保产业主要涉及电厂烟气脱硫服务、二氧化氯设备和产品的生产销售等业务，医药产业以儿童保健药品和心血管病、糖尿病、消化系统疾病治疗药及抗肿瘤药等药品的生产销售为主。“伊可新”为中国驰名商标，多年来一直位居同类产品市场占有率第一。达因药业入围“2023年中国医药工业百强系列榜单”，伊可新维生素AD滴剂荣膺“2024中国医药·品牌榜”零售终端获奖品牌。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000917,"湖南电广传媒股份有限公司主营业务涵盖文旅、投资、广告游戏业务等。公司是全国首家文化传媒业上市公司，被誉为“中国传媒第一股”，九次荣膺“全国文化企业30强”；被中宣部授予“全国文化体制改革工作先进单位”，在文旅业务方面，荣获湖南省文明旅游先进单位称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000918,"嘉凯城集团股份有限公司主营业务是房地产开发与经营业务板块以及院线业务板块。主要产品为房屋销售、物业管理、影视放映。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000919,"金陵药业股份有限公司的主营业务为药品、医疗器械制造和医康养护服务。药品、医疗器械制造，指中成药、化学药品、医疗器械生产；药品、医疗器械销售业务，指自产药品和代理药品、医疗器械等销售。医康养护服务主要是指由宿迁医院、仪征医院、安庆医院提供的专业医疗服务，以及福利中心提供的康养护服务。公司的主要产品为脉络宁注射液（主要用于血栓闭塞性脉管炎、动脉硬化性闭塞症、脑血栓形成及后遗症、多发性大动脉炎、四肢急性动脉栓塞症、糖尿病坏疽、静脉血栓形成及血栓性静脉炎等的治疗）、琥珀酸亚铁片（速力菲，主要用于缺铁性贫血的预防及治疗）、香菇多糖注射液（主要用于恶性肿瘤的辅助治疗）等。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
